Student_ID,Country,Field_of_Study,Age,Gender,Year_of_Enrollment
STUD06183,China,Law,35,Non-binary,2012
STUD06184,Germany,Business,24,Non-binary,2011
STUD06185,Canada,Engineering,26,Non-binary,2010
STUD06186,UK,Education,40,Female,2014
STUD06187,Spain,Medicine,32,Non-binary,2014
STUD06188,South Africa,Medicine,28,Male,2022
STUD06189,Japan,Biology,31,Non-binary,2021
STUD06190,France,Mathematics,34,Male,2023
STUD06191,UK,Physics,18,Non-binary,2013
STUD06192,India,Business,28,Male,2015
STUD06193,Canada,Biology,31,Female,2020
STUD06194,Brazil,Psychology,40,Female,2019
STUD06195,Canada,Computer Science,18,Female,2013
STUD06196,Brazil,Arts,37,Non-binary,2015
STUD06197,Spain,Education,33,Non-binary,2014
STUD06198,UK,Education,19,Male,2019
STUD06199,France,Law,34,Non-binary,2011
STUD06200,UK,Engineering,29,Female,2023
STUD06201,Spain,Science,29,Non-binary,2016
STUD06202,South Africa,Physics,29,Male,2022
STUD06203,Germany,Medicine,18,Male,2023
STUD06204,Germany,Medicine,27,Non-binary,2022
STUD06205,Canada,Psychology,33,Non-binary,2023
STUD06206,France,Psychology,25,Non-binary,2022
STUD06207,Argentina,Biology,40,Male,2016
STUD06208,UK,Medicine,32,Female,2021
STUD06209,Japan,Business,33,Male,2012
STUD06210,Spain,Physics,42,Non-binary,2023
STUD06211,USA,Computer Science,42,Non-binary,2019
STUD06212,USA,Arts,40,Non-binary,2020
STUD06213,Germany,Business,43,Female,2021
STUD06214,UK,Engineering,44,Female,2017
STUD06215,Australia,Law,25,Male,2021
STUD06216,Japan,Mathematics,29,Male,2013
STUD06217,South Africa,Mathematics,21,Non-binary,2019
STUD06218,Spain,Engineering,30,Male,2018
STUD06219,Spain,Medicine,37,Non-binary,2017
STUD06220,Germany,Arts,35,Male,2018
STUD06221,Germany,Business,19,Male,2017
STUD06222,USA,Psychology,43,Male,2011
STUD06223,Argentina,Biology,37,Non-binary,2017
STUD06224,Japan,Mathematics,19,Male,2022
STUD06225,Brazil,Arts,37,Non-binary,2020
STUD06226,Brazil,Psychology,29,Non-binary,2010
STUD06227,Japan,Engineering,30,Male,2022
STUD06228,South Africa,Psychology,34,Male,2017
STUD06229,South Africa,Business,40,Non-binary,2021
STUD06230,Argentina,Science,18,Male,2018
STUD06231,Argentina,Engineering,21,Male,2015
STUD06232,Japan,Mathematics,22,Female,2018
STUD06233,UK,Computer Science,44,Non-binary,2019
STUD06234,Argentina,Engineering,34,Non-binary,2010
STUD06235,Mexico,Law,41,Male,2018
STUD06236,France,Science,35,Non-binary,2016
STUD06237,India,Arts,36,Male,2012
STUD06238,South Africa,Psychology,35,Female,2016
STUD06239,South Africa,Psychology,44,Female,2020
STUD06240,Mexico,Law,29,Non-binary,2020
STUD06241,South Africa,Computer Science,28,Male,2013
STUD06242,USA,Law,24,Male,2016
STUD06243,Argentina,Science,37,Male,2021
STUD06244,USA,Mathematics,26,Male,2016
STUD06245,Germany,Arts,42,Male,2013
STUD06246,Mexico,Biology,31,Non-binary,2015
STUD06247,Australia,Law,26,Female,2013
STUD06248,China,Engineering,20,Female,2023
STUD06249,Argentina,Physics,19,Non-binary,2013
STUD06250,Brazil,Mathematics,40,Non-binary,2018
STUD06251,Spain,Law,28,Female,2020
STUD06252,China,Law,21,Male,2022
STUD06253,France,Engineering,31,Non-binary,2013
STUD06254,Germany,Business,40,Male,2023
STUD06255,Germany,Mathematics,37,Non-binary,2018
STUD06256,China,Arts,21,Female,2018
STUD06257,Mexico,Medicine,30,Non-binary,2022
STUD06258,UK,Science,20,Female,2023
STUD06259,Brazil,Education,20,Female,2013
STUD06260,Spain,Engineering,29,Non-binary,2016
STUD06261,India,Arts,38,Male,2015
STUD06262,Mexico,Mathematics,21,Female,2017
STUD06263,Canada,Medicine,22,Female,2018
STUD06264,France,Medicine,32,Female,2012
STUD06265,UK,Mathematics,22,Male,2020
STUD06266,India,Law,42,Male,2019
STUD06267,UK,Business,39,Female,2013
STUD06268,Japan,Engineering,38,Non-binary,2015
STUD06269,China,Computer Science,37,Non-binary,2019
STUD06270,Germany,Science,36,Non-binary,2013
STUD06271,China,Law,22,Female,2019
STUD06272,Mexico,Engineering,24,Female,2018
STUD06273,USA,Computer Science,25,Non-binary,2019
STUD06274,USA,Science,19,Male,2020
STUD06275,Australia,Science,19,Female,2011
STUD06276,Germany,Science,34,Female,2021
STUD06277,USA,Business,25,Female,2020
STUD06278,Mexico,Physics,35,Male,2017
STUD06279,UK,Business,26,Non-binary,2022
STUD06280,Germany,Medicine,34,Female,2011
STUD06281,Argentina,Law,39,Female,2015
STUD06282,Australia,Computer Science,32,Non-binary,2011
STUD06283,Spain,Mathematics,24,Female,2012
STUD06284,Germany,Law,20,Male,2019
STUD06285,Australia,Science,42,Female,2022
STUD06286,Germany,Mathematics,22,Female,2023
STUD06287,Canada,Business,24,Male,2013
STUD06288,Australia,Computer Science,39,Male,2021
STUD06289,USA,Psychology,20,Non-binary,2017
STUD06290,South Africa,Law,22,Female,2017
STUD06291,India,Law,20,Male,2019
STUD06292,Spain,Science,40,Non-binary,2011
STUD06293,Canada,Education,30,Non-binary,2018
STUD06294,Mexico,Law,24,Non-binary,2016
STUD06295,USA,Psychology,32,Male,2011
STUD06296,Mexico,Medicine,20,Male,2012
STUD06297,India,Computer Science,19,Male,2017
STUD06298,UK,Physics,35,Non-binary,2010
STUD06299,China,Business,36,Male,2022
STUD06300,USA,Law,32,Non-binary,2023
STUD06301,South Africa,Medicine,39,Female,2020
STUD06302,Canada,Engineering,34,Non-binary,2023
STUD06303,Australia,Education,39,Male,2019
STUD06304,Germany,Mathematics,39,Female,2019
STUD06305,India,Biology,37,Male,2015
STUD06306,Japan,Mathematics,44,Female,2013
STUD06307,India,Engineering,31,Female,2015
STUD06308,Mexico,Biology,26,Male,2011
STUD06309,USA,Arts,33,Non-binary,2013
STUD06310,Brazil,Science,30,Non-binary,2023
STUD06311,Australia,Engineering,39,Female,2011
STUD06312,India,Computer Science,38,Male,2017
STUD06313,Japan,Education,25,Female,2016
STUD06314,France,Medicine,18,Female,2017
STUD06315,Brazil,Science,39,Non-binary,2017
STUD06316,Argentina,Computer Science,23,Female,2015
STUD06317,USA,Psychology,39,Non-binary,2015
STUD06318,Argentina,Education,22,Female,2018
STUD06319,Mexico,Mathematics,25,Male,2013
STUD06320,South Africa,Arts,20,Non-binary,2013
STUD06321,Spain,Science,33,Male,2023
STUD06322,South Africa,Medicine,20,Female,2012
STUD06323,Brazil,Mathematics,21,Male,2018
STUD06324,USA,Arts,23,Male,2012
STUD06325,France,Law,32,Male,2019
STUD06326,Australia,Psychology,24,Female,2011
STUD06327,UK,Engineering,42,Male,2013
STUD06328,Brazil,Medicine,44,Male,2020
STUD06329,France,Arts,41,Female,2011
STUD06330,France,Science,41,Female,2012
STUD06331,Spain,Medicine,25,Male,2023
STUD06332,USA,Psychology,32,Male,2013
STUD06333,India,Engineering,36,Male,2020
STUD06334,China,Mathematics,28,Male,2012
STUD06335,Germany,Computer Science,26,Female,2012
STUD06336,Spain,Business,25,Female,2019
STUD06337,India,Biology,30,Non-binary,2016
STUD06338,Spain,Biology,30,Male,2023
STUD06339,Canada,Science,38,Non-binary,2015
STUD06340,Canada,Psychology,26,Male,2015
STUD06341,South Africa,Science,25,Non-binary,2019
STUD06342,France,Science,32,Male,2015
STUD06343,Germany,Law,29,Male,2023
STUD06344,Japan,Business,33,Male,2021
STUD06345,South Africa,Arts,26,Non-binary,2012
STUD06346,Argentina,Medicine,24,Female,2013
STUD06347,Australia,Computer Science,26,Non-binary,2015
STUD06348,India,Science,23,Female,2010
STUD06349,Canada,Engineering,23,Non-binary,2021
STUD06350,South Africa,Computer Science,39,Female,2019
STUD06351,Australia,Science,36,Non-binary,2014
STUD06352,Canada,Biology,30,Non-binary,2012
STUD06353,Argentina,Physics,33,Female,2019
STUD06354,Japan,Engineering,39,Female,2016
STUD06355,Germany,Psychology,24,Male,2018
STUD06356,Mexico,Education,39,Male,2016
STUD06357,Germany,Computer Science,20,Non-binary,2018
STUD06358,Germany,Arts,37,Non-binary,2010
STUD06359,Mexico,Science,34,Non-binary,2013
STUD06360,Argentina,Business,32,Female,2016
STUD06361,Australia,Mathematics,23,Non-binary,2021
STUD06362,India,Business,38,Male,2020
STUD06363,Mexico,Mathematics,29,Non-binary,2022
STUD06364,USA,Education,24,Male,2015
STUD06365,South Africa,Science,24,Female,2018
STUD06366,Argentina,Business,41,Male,2013
STUD06367,South Africa,Physics,22,Male,2019
STUD06368,Argentina,Law,39,Female,2015
STUD06369,Brazil,Biology,41,Female,2023
STUD06370,China,Education,25,Non-binary,2019
STUD06371,Argentina,Physics,29,Non-binary,2010
STUD06372,USA,Physics,37,Non-binary,2010
STUD06373,Argentina,Engineering,36,Female,2017
STUD06374,Germany,Psychology,22,Male,2020
STUD06375,Germany,Medicine,27,Male,2015
STUD06376,China,Biology,31,Female,2016
STUD06377,Germany,Engineering,33,Male,2018
STUD06378,China,Physics,30,Non-binary,2022
STUD06379,UK,Business,32,Non-binary,2021
STUD06380,Japan,Science,29,Female,2022
STUD06381,USA,Science,31,Male,2015
STUD06382,Brazil,Computer Science,18,Non-binary,2023
STUD06383,Australia,Business,40,Male,2020
STUD06384,Australia,Arts,28,Female,2022
STUD06385,UK,Engineering,37,Female,2016
STUD06386,Argentina,Arts,24,Female,2014
STUD06387,China,Mathematics,34,Non-binary,2011
STUD06388,China,Engineering,40,Male,2011
STUD06389,India,Business,25,Male,2018
STUD06390,Japan,Law,42,Non-binary,2012
STUD06391,India,Physics,20,Female,2016
STUD06392,Australia,Mathematics,28,Male,2023
STUD06393,Brazil,Computer Science,33,Male,2010
STUD06394,Canada,Law,18,Female,2020
STUD06395,Germany,Physics,23,Female,2018
STUD06396,Argentina,Medicine,37,Male,2011
STUD06397,USA,Science,42,Male,2013
STUD06398,Australia,Physics,20,Male,2015
STUD06399,India,Arts,44,Female,2017
STUD06400,Brazil,Mathematics,34,Female,2013
STUD06401,China,Mathematics,19,Non-binary,2015
STUD06402,UK,Arts,22,Female,2017
STUD06403,South Africa,Science,29,Male,2022
STUD06404,UK,Psychology,20,Non-binary,2017
STUD06405,UK,Psychology,28,Male,2010
STUD06406,Argentina,Law,19,Male,2014
STUD06407,Brazil,Medicine,40,Male,2021
STUD06408,Brazil,Biology,21,Male,2021
STUD06409,Spain,Mathematics,34,Female,2012
STUD06410,Australia,Physics,36,Male,2016
STUD06411,Brazil,Arts,34,Female,2020
STUD06412,Canada,Business,39,Female,2016
STUD06413,Argentina,Physics,24,Male,2011
STUD06414,Brazil,Psychology,22,Male,2010
STUD06415,Canada,Physics,27,Male,2023
STUD06416,Australia,Psychology,30,Male,2020
STUD06417,Spain,Psychology,21,Non-binary,2011
STUD06418,Argentina,Physics,37,Non-binary,2020
STUD06419,China,Business,43,Male,2011
STUD06420,China,Law,18,Female,2013
STUD06421,Australia,Business,35,Male,2018
STUD06422,China,Physics,26,Male,2016
STUD06423,Spain,Business,44,Female,2011
STUD06424,France,Psychology,18,Male,2014
STUD06425,Japan,Engineering,29,Female,2010
STUD06426,Japan,Psychology,25,Non-binary,2011
STUD06427,India,Medicine,21,Female,2014
STUD06428,South Africa,Arts,20,Male,2022
STUD06429,Mexico,Engineering,28,Female,2019
STUD06430,USA,Medicine,35,Female,2011
STUD06431,Argentina,Mathematics,31,Female,2017
STUD06432,France,Psychology,34,Non-binary,2022
STUD06433,India,Engineering,38,Male,2013
STUD06434,Brazil,Education,43,Non-binary,2010
STUD06435,UK,Mathematics,38,Male,2013
STUD06436,UK,Science,18,Male,2013
STUD06437,Spain,Computer Science,38,Male,2014
STUD06438,South Africa,Business,31,Female,2020
STUD06439,Germany,Mathematics,24,Male,2021
STUD06440,Mexico,Engineering,22,Male,2015
STUD06441,Germany,Computer Science,18,Male,2020
STUD06442,South Africa,Biology,27,Male,2015
STUD06443,Argentina,Education,29,Non-binary,2012
STUD06444,Australia,Computer Science,34,Non-binary,2014
STUD06445,India,Physics,44,Female,2012
STUD06446,Australia,Physics,35,Non-binary,2017
STUD06447,Mexico,Biology,36,Non-binary,2010
STUD06448,India,Mathematics,28,Non-binary,2011
STUD06449,South Africa,Biology,34,Non-binary,2010
STUD06450,Germany,Psychology,31,Male,2020
STUD06451,Mexico,Medicine,23,Female,2015
STUD06452,UK,Law,19,Male,2018
STUD06453,China,Medicine,40,Male,2017
STUD06454,Brazil,Arts,37,Non-binary,2022
STUD06455,Brazil,Law,33,Non-binary,2014
STUD06456,China,Computer Science,40,Male,2023
STUD06457,Argentina,Biology,41,Male,2020
STUD06458,Spain,Arts,31,Female,2021
STUD06459,Germany,Biology,40,Male,2020
STUD06460,South Africa,Arts,36,Female,2013
STUD06461,USA,Mathematics,44,Male,2022
STUD06462,Spain,Medicine,43,Female,2013
STUD06463,France,Law,43,Non-binary,2012
STUD06464,Mexico,Psychology,40,Female,2015
STUD06465,China,Arts,41,Non-binary,2022
STUD06466,France,Psychology,25,Male,2012
STUD06467,Argentina,Law,44,Male,2011
STUD06468,Mexico,Psychology,18,Non-binary,2010
STUD06469,Japan,Computer Science,41,Male,2023
STUD06470,Germany,Education,21,Non-binary,2017
STUD06471,USA,Physics,34,Non-binary,2012
STUD06472,China,Physics,20,Female,2021
STUD06473,Australia,Engineering,29,Male,2011
STUD06474,India,Medicine,35,Non-binary,2016
STUD06475,France,Biology,40,Non-binary,2019
STUD06476,UK,Mathematics,36,Non-binary,2017
STUD06477,South Africa,Education,27,Non-binary,2017
STUD06478,Australia,Mathematics,22,Male,2012
STUD06479,Canada,Science,43,Male,2013
STUD06480,South Africa,Mathematics,38,Female,2012
STUD06481,Argentina,Education,34,Female,2010
STUD06482,USA,Business,34,Male,2014
STUD06483,Argentina,Medicine,36,Female,2013
STUD06484,China,Medicine,35,Female,2011
STUD06485,USA,Science,30,Non-binary,2011
STUD06486,Japan,Arts,19,Non-binary,2010
STUD06487,Mexico,Physics,30,Non-binary,2014
STUD06488,Australia,Law,26,Female,2010
STUD06489,Japan,Education,44,Female,2010
STUD06490,Canada,Psychology,23,Female,2020
STUD06491,Spain,Computer Science,24,Non-binary,2013
STUD06492,India,Business,23,Non-binary,2016
STUD06493,Spain,Business,18,Male,2010
STUD06494,Canada,Biology,21,Male,2017
STUD06495,China,Arts,40,Male,2013
STUD06496,Spain,Science,20,Non-binary,2012
STUD06497,South Africa,Engineering,28,Female,2018
STUD06498,Spain,Arts,22,Non-binary,2013
STUD06499,UK,Mathematics,19,Non-binary,2016
STUD06500,Brazil,Law,32,Non-binary,2021
STUD06501,Mexico,Computer Science,21,Non-binary,2012
STUD06502,Argentina,Business,27,Female,2022
STUD06503,Mexico,Psychology,25,Female,2015
STUD06504,Mexico,Medicine,29,Female,2011
STUD06505,Canada,Physics,44,Non-binary,2021
STUD06506,South Africa,Medicine,26,Female,2017
STUD06507,Germany,Engineering,29,Male,2022
STUD06508,Spain,Arts,26,Female,2018
STUD06509,USA,Law,28,Male,2022
STUD06510,UK,Education,38,Male,2020
STUD06511,China,Physics,40,Male,2023
STUD06512,Canada,Engineering,42,Non-binary,2021
STUD06513,Argentina,Mathematics,20,Female,2013
STUD06514,France,Computer Science,26,Non-binary,2019
STUD06515,Brazil,Medicine,39,Non-binary,2016
STUD06516,USA,Medicine,27,Female,2018
STUD06517,UK,Education,26,Male,2023
STUD06518,Germany,Physics,30,Female,2021
STUD06519,UK,Computer Science,42,Female,2020
STUD06520,India,Science,19,Male,2011
STUD06521,France,Psychology,32,Non-binary,2013
STUD06522,Germany,Biology,21,Non-binary,2017
STUD06523,UK,Science,39,Non-binary,2023
STUD06524,South Africa,Education,44,Male,2018
STUD06525,Australia,Business,42,Male,2018
STUD06526,Argentina,Engineering,33,Non-binary,2010
STUD06527,Australia,Arts,42,Non-binary,2011
STUD06528,Australia,Physics,41,Female,2020
STUD06529,Canada,Engineering,23,Female,2019
STUD06530,Germany,Engineering,26,Male,2010
STUD06531,Brazil,Computer Science,41,Male,2017
STUD06532,South Africa,Law,18,Female,2016
STUD06533,USA,Medicine,34,Male,2010
STUD06534,Argentina,Biology,27,Non-binary,2016
STUD06535,Canada,Biology,43,Female,2021
STUD06536,Mexico,Education,24,Non-binary,2016
STUD06537,UK,Education,22,Female,2016
STUD06538,France,Arts,36,Non-binary,2013
STUD06539,Spain,Biology,27,Non-binary,2012
STUD06540,China,Medicine,21,Female,2019
STUD06541,Canada,Biology,44,Non-binary,2012
STUD06542,Japan,Mathematics,31,Female,2023
STUD06543,Mexico,Business,34,Female,2012
STUD06544,Argentina,Computer Science,30,Female,2014
STUD06545,India,Mathematics,21,Female,2019
STUD06546,India,Physics,42,Non-binary,2013
STUD06547,Germany,Physics,25,Non-binary,2011
STUD06548,South Africa,Physics,32,Female,2015
STUD06549,France,Arts,22,Female,2015
STUD06550,Argentina,Computer Science,18,Female,2018
STUD06551,Canada,Education,30,Female,2021
STUD06552,Australia,Physics,23,Non-binary,2014
STUD06553,India,Engineering,39,Female,2012
STUD06554,South Africa,Law,27,Male,2010
STUD06555,USA,Science,23,Male,2020
STUD06556,Australia,Arts,19,Male,2019
STUD06557,UK,Law,21,Non-binary,2022
STUD06558,China,Arts,23,Non-binary,2021
STUD06559,India,Physics,29,Non-binary,2021
STUD06560,China,Engineering,29,Male,2021
STUD06561,France,Psychology,38,Male,2022
STUD06562,India,Medicine,42,Male,2018
STUD06563,Japan,Computer Science,27,Female,2020
STUD06564,Argentina,Biology,40,Male,2022
STUD06565,USA,Arts,30,Non-binary,2016
STUD06566,Japan,Psychology,28,Female,2015
STUD06567,South Africa,Law,18,Male,2022
STUD06568,Germany,Physics,37,Male,2017
STUD06569,India,Engineering,24,Non-binary,2012
STUD06570,Japan,Psychology,43,Female,2011
STUD06571,USA,Computer Science,31,Male,2018
STUD06572,France,Business,21,Non-binary,2021
STUD06573,China,Business,36,Female,2018
STUD06574,Germany,Physics,26,Male,2015
STUD06575,Spain,Psychology,23,Male,2022
STUD06576,Canada,Business,18,Female,2011
STUD06577,UK,Science,27,Male,2016
STUD06578,Australia,Science,30,Non-binary,2016
STUD06579,Japan,Education,41,Male,2018
STUD06580,Japan,Science,30,Female,2017
STUD06581,UK,Business,32,Female,2017
STUD06582,Mexico,Computer Science,40,Female,2011
STUD06583,Japan,Arts,36,Female,2010
STUD06584,India,Business,33,Non-binary,2010
STUD06585,Australia,Medicine,41,Non-binary,2011
STUD06586,USA,Computer Science,32,Male,2018
STUD06587,UK,Physics,18,Male,2020
STUD06588,South Africa,Education,27,Female,2012
STUD06589,Spain,Science,18,Female,2011
STUD06590,Spain,Biology,21,Male,2012
STUD06591,Germany,Law,22,Female,2021
STUD06592,China,Law,37,Female,2016
STUD06593,South Africa,Business,18,Male,2011
STUD06594,Mexico,Mathematics,41,Female,2017
STUD06595,Germany,Business,39,Male,2013
STUD06596,UK,Engineering,39,Non-binary,2019
STUD06597,Australia,Science,18,Non-binary,2018
STUD06598,France,Business,30,Female,2011
STUD06599,Australia,Medicine,40,Female,2013
STUD06600,Brazil,Psychology,40,Male,2011
STUD06601,Germany,Mathematics,44,Female,2022
STUD06602,USA,Physics,30,Male,2011
STUD06603,Spain,Arts,22,Female,2016
STUD06604,France,Law,34,Male,2014
STUD06605,Mexico,Education,36,Female,2010
STUD06606,Japan,Arts,33,Non-binary,2016
STUD06607,Spain,Engineering,27,Male,2012
STUD06608,USA,Psychology,30,Female,2021
STUD06609,Germany,Science,29,Non-binary,2017
STUD06610,South Africa,Psychology,40,Non-binary,2020
STUD06611,Brazil,Medicine,35,Female,2021
STUD06612,Japan,Mathematics,39,Non-binary,2014
STUD06613,Germany,Business,26,Non-binary,2014
STUD06614,Argentina,Business,42,Female,2014
STUD06615,Brazil,Computer Science,27,Male,2016
STUD06616,UK,Physics,42,Non-binary,2023
STUD06617,South Africa,Engineering,20,Non-binary,2014
STUD06618,Argentina,Medicine,43,Female,2018
STUD06619,Spain,Education,30,Non-binary,2022
STUD06620,Germany,Mathematics,41,Non-binary,2023
STUD06621,Germany,Education,40,Female,2017
STUD06622,Brazil,Computer Science,31,Non-binary,2018
STUD06623,Germany,Law,34,Female,2011
STUD06624,South Africa,Arts,38,Female,2016
STUD06625,Mexico,Education,23,Non-binary,2013
STUD06626,Australia,Law,21,Female,2012
STUD06627,Germany,Education,41,Female,2017
STUD06628,Spain,Biology,41,Male,2023
STUD06629,France,Physics,35,Female,2021
STUD06630,USA,Medicine,25,Non-binary,2020
STUD06631,USA,Business,25,Female,2019
STUD06632,Germany,Psychology,23,Non-binary,2018
STUD06633,Spain,Psychology,24,Male,2017
STUD06634,Spain,Arts,43,Male,2012
STUD06635,South Africa,Physics,39,Male,2016
STUD06636,France,Law,41,Male,2017
STUD06637,South Africa,Computer Science,42,Male,2013
STUD06638,South Africa,Mathematics,36,Male,2017
STUD06639,France,Medicine,23,Male,2019
STUD06640,Australia,Business,22,Male,2016
STUD06641,Japan,Computer Science,27,Non-binary,2011
